Date,Job_title,Job_type,Salary,Hours,Link,ID,Skills,Responsibilities,Qualifications
"May 21, 2025","['Data Analyst', 'Senior', 'Analyst']",Any,7.5,40,https://www.onlinejobs.ph/jobseekers/job/Senior-Data-Analyst-1167812,131,"['SQL', 'Python', 'Excel', 'Tableau', 'Visual', 'Dashboard', 'Communication', 'Stakeholder', 'KPI', 'Git']","['report', 'dashboards', 'trends', 'insights', 'decision-making', 'collaborate', 'monitor', 'track', 'KPI', 'accuracy', 'analysis', 'visual', 'stakeholders', 'extract', 'trends']","['experience', 'excellent communication skills', 'project', 'senior']"
"May 19, 2025","['Google Ads', 'Data Analyst', 'Analyst']",Full Time,6.56,40,https://www.onlinejobs.ph/jobseekers/job/Google-Ads-Data-Analyst-1380019,132,"['Excel', 'Reporting', 'Dashboard', 'A/B', 'Google Analytics', 'Looker', 'Communication', 'KPI', 'Metrics', 'Git']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'collaborate', 'monitor', 'track', 'KPI', 'interpret', 'analysis', 'metrics', 'trends']","['experience', 'excellent communication skills', 'certifications']"
"May 13, 2025","['Real Estate', 'Data Analyst', 'Analyst', 'Real Estate']",Full Time,5.0,40,https://www.onlinejobs.ph/jobseekers/job/Real-Estate-Data-Analyst-1375896,133,"['Excel', ' AI', 'Pipeline']",['clean'],"['experience', 'entry', 'internet connection']"
"May 12, 2025","['Skip Tracing', 'Analyst']",Any,10.0,5,https://www.onlinejobs.ph/jobseekers/job/Data-Organization-and-Skip-Tracing-Analyst-1375301,134,"['Google Sheet', 'spreadsheet']","['organize', 'accuracy', 'load']","['experience', 'entry']"
"May 6, 2025","['Data Analyst', 'Analyst']",Part Time,15.62,20,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-Lead-spend-conversion-tracker-1371157,135,"['ETL', 'Google Analytics']","['report', 'track']",['internet connection']
"May 6, 2025","['Data Analyst', 'Analyst']",Full Time,6.25,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-Remote-Philippines-Day-Shift-Flexible-1370561,136,"['SQL', 'Python', 'Excel', 'Tableau', 'Power BI', ' BI', 'Visual', 'Reporting', 'Dashboard', 'Communication', 'Stakeholder', 'Management', 'KPI', 'Pipeline', 'AWS', 'Pandas', 'NumPy']","['analyze', 'report', 'dashboards', 'insights', 'collaborate', 'clean', 'monitor', 'findings', 'track', 'KPI', 'automate', 'accuracy', 'datasets', 'analysis', 'visual', 'communicate', 'validation', 'stakeholders', 'extract', 'transform', 'load']","['experience', 'project']"
"May 5, 2025","['Data Analyst', 'Analyst']",Full Time,8.5,40,https://www.onlinejobs.ph/jobseekers/job/Developer-or-Data-Analyst-1276646,137,"['SQL', 'Python', 'Dashboard']",['analysis'],['experience']
"May 2, 2025","['STR', 'Social Media', 'Social Media']",Part Time,5.0,20,https://www.onlinejobs.ph/jobseekers/job/Content-Planner-Social-Media-Strategist-1368736,138,"['Excel', 'Communication', 'Management', 'Metrics', 'Storytelling', 'Strategy']","['report', 'trends', 'insights', 'collaborate', 'organize', 'interpret', 'metrics', 'trends']","['experience', 'project']"
"May 2, 2025","['Data Analyst', 'Analyst']",Full Time,,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1368731,139,"['Excel', ' BI', 'Visual', 'Dashboard', 'Google Sheet', 'Communication', 'Stakeholder', 'Metrics', 'Strategy']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'clean', 'present', 'track', 'interpret', 'accuracy', 'analysis', 'visual', 'metrics', 'stakeholders', 'trends']","['economics', 'experience']"
"Apr 30, 2025","['Data Analyst', 'Analyst']",Part Time,7.5,24,https://www.onlinejobs.ph/jobseekers/job/Football-Data-Analyst-1357572,140,"['Visual', 'Metrics']","['collaborate', 'interpret', 'analysis', 'visual', 'metrics', 'extract', 'transform']",[]
"Apr 25, 2025","['Analyst', 'Inventory']",Full Time,4.39,40,https://www.onlinejobs.ph/jobseekers/job/Data-and-Inventory-Management-Analyst-1363824,141,"['Excel', 'Power BI', ' BI', ' AI', 'Reporting', 'Dashboard', 'Google Sheet', 'Looker', 'Communication', 'Management', 'KPI', 'Metrics', 'Warehouse', 'spreadsheet']","['analyze', 'report', 'dashboards', 'insights', 'decision-making', 'collaborate', 'clean', 'present', 'findings', 'track', 'KPI', 'build', 'automate', 'accuracy', 'datasets', 'solve', 'metrics', 'forecast']","['experience', 'portfolio', 'project']"
"Apr 23, 2025","['Marketing', 'GA4', 'SEO', 'Digital Marketing', 'Analyst', 'Market', 'SEO']",Full Time,35.0,40,https://www.onlinejobs.ph/jobseekers/job/Digital-Marketing-Analyst-GA4-SEO-1189268,142,"['SQL', 'Excel', 'Tableau', 'Power BI', ' BI', 'Visual', 'Statistic', 'Reporting', 'Dashboard', 'A/B', 'Google Analytics', 'Critical Thinking', 'Communication', 'Stakeholder', 'Management', 'KPI', 'Metrics', 'Git', 'Strategy']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'collaborate', 'monitor', 'present', 'findings', 'track', 'KPI', 'accuracy', 'analysis', 'visual', 'communicate', 'metrics', 'stakeholders', 'trends']","['education', 'experience']"
"Apr 22, 2025","['SaaS', 'E-commerce', 'Data Analyst', 'Analyst', 'Reporting', 'KPI']",Any,3.75,20,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-E-commerce-SaaS-KPI-Payment-Processing-Reporting-1361242,143,"['Excel', 'Dashboard', 'Google Sheet', 'KPI']","['analyze', 'report', 'dashboards', 'organize', 'track', 'KPI', 'build', 'analysis']","['experience', 'mid']"
"Apr 16, 2025","['Data Analyst', 'Analyst']",Full Time,3.12,30,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1357309,144,"['Excel', 'Visual', 'Cleaning', 'Reporting', 'Google Sheet', 'Looker', 'Communication', 'spreadsheet']","['analyze', 'report', 'insights', 'clean', 'organize', 'present', 'track', 'build', 'analysis', 'visual', 'communicate']","['experience', 'project']"
"Apr 12, 2025","['Amazon', 'Amazon PPC', 'PPC', 'Data Analyst', 'Analyst', 'PPC']",Full Time,3.12,30,https://www.onlinejobs.ph/jobseekers/job/Amazon-PPC-Data-Analyst-1354936,145,"['Excel', 'Management', 'KPI']","['analyze', 'report', 'present', 'track', 'KPI']",[]
"Apr 9, 2025","['Data Analyst', 'Analyst']",Part Time,,20,https://www.onlinejobs.ph/jobseekers/job/Data-analysts-1353140,146,"['SQL', 'Python', 'Excel', 'Tableau', 'Power BI', ' BI', 'Visual', 'Statistic', 'Reporting', 'Dashboard', 'Communication', 'Stakeholder', 'Management', 'Metrics']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'collaborate', 'present', 'findings', 'interpret', 'automate', 'accuracy', 'datasets', 'analysis', 'visual', 'solve', 'communicate', 'metrics', 'stakeholders', 'trends']","['economics', 'information technology', 'data science', 'experience', 'project', 'entry']"
"Apr 5, 2025",[],Full Time,6.25,40,https://www.onlinejobs.ph/jobseekers/job/Commissions-Data-Analysis-1311763,147,"['Excel', ' BI', 'spreadsheet']","['report', 'track', 'analysis', 'communicate']",[]
"Apr 1, 2025","['Analyst', 'Pricing', 'Revenue', 'Manager']",Full Time,10.41,40,https://www.onlinejobs.ph/jobseekers/job/Data-Pricing-Analyst-Revenue-Manager-1347258,148,['Excel'],[],['experience']
"Mar 26, 2025","['Marketing', 'Data Analyst', 'Analyst', 'Market']",Full Time,,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-Marketing-1343263,149,"['SQL', 'Excel', 'Tableau', 'Visual', 'Reporting', 'Dashboard', 'Google Sheet', 'Snowflake', 'Communication', 'Management']","['analyze', 'report', 'dashboards', 'insights', 'decision-making', 'collaborate', 'monitor', 'track', 'analysis', 'visual', 'solve', 'communicate', 'validation', 'query']","['experience', 'project']"
"Mar 21, 2025","['Data Analyst', 'Analyst']",Any,10.41,TBD,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1339527,150,"['Visual', 'Stakeholder', 'Metrics']","['analyze', 'report', 'trends', 'insights', 'collaborate', 'findings', 'interpret', 'visual', 'communicate', 'metrics', 'stakeholders', 'trends']",[]
"Mar 14, 2025","['Marketing', 'Data Analyst', 'Analyst', 'Market']",Full Time,1.88,40,https://www.onlinejobs.ph/jobseekers/job/Marketing-Data-Analyst-1335169,151,"['SQL', 'Excel', 'Tableau', 'Visual', 'Reporting', 'Dashboard', 'Google Sheet', 'Snowflake', 'Communication', 'Management']","['analyze', 'report', 'dashboards', 'insights', 'decision-making', 'collaborate', 'monitor', 'track', 'analysis', 'visual', 'solve', 'communicate', 'validation', 'query']","['experience', 'project']"
"Mar 10, 2025","['Data Analyst', 'Analyst']",Full Time,14.0,40,https://www.onlinejobs.ph/jobseekers/job/Data-analyst-1324268,152,"['Excel', 'Dashboard', 'Google Sheet', 'Communication']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'collaborate', 'track', 'build', 'document', 'trends']","['experience', 'project']"
"Feb 28, 2025","['Marketing', 'Market', 'Coordinator']",Full Time,4.0,TBD,https://www.onlinejobs.ph/jobseekers/job/Remote-Sales-Marketing-Data-Coordinator-1325399,153,"['Excel', 'Reporting', 'Google Sheet', 'Communication', 'KPI', 'Metrics', 'Git']","['analyze', 'report', 'trends', 'insights', 'decision-making', 'organize', 'monitor', 'track', 'KPI', 'accuracy', 'analysis', 'metrics', 'document', 'trends']",['experience']
"Feb 28, 2025","['Data Analyst', 'Analyst', 'BI']",Full Time,10.0,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-PowerBi-SQL-1325303,154,"['SQL', 'Visual', 'Snowflake']",['visual'],['experience']
"Feb 27, 2025","['Short-Term Rental', 'STR', 'Pricing', 'Revenue', 'Manager']",Part Time,,TBD,https://www.onlinejobs.ph/jobseekers/job/Revenue-Pricing-Manager-STR-short-term-rental-964213,155,"['Excel', ' AI', 'Communication', 'Management', 'Strategy', 'spreadsheet']","['analyze', 'trends', 'collaborate', 'track', 'analysis', 'trends']","['experience', 'excellent communication skills', 'project', 'entry']"
"Feb 21, 2025","['Data Analyst', 'Senior', 'Analyst']",Any,125.0,TBD,https://www.onlinejobs.ph/jobseekers/job/Senior-Digital-Data-Analyst-1320360,156,"['Excel', 'Visual', 'Dashboard', 'Google Analytics', 'Looker', 'Stakeholder', 'Metrics', 'Git', 'Strategy']","['report', 'dashboards', 'trends', 'insights', 'collaborate', 'monitor', 'track', 'interpret', 'analysis', 'visual', 'communicate', 'metrics', 'stakeholders', 'trends']","['experience', 'project', 'senior']"
"Feb 7, 2025","['Data Analyst', 'Analyst']",Any,5.0,15,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1311516,157,"['SQL', 'Visual', 'Reporting', 'Dashboard', 'Google Analytics', 'Looker', 'Metrics', 'Pipeline', 'spreadsheet']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'decision-making', 'build', 'accuracy', 'visual', 'communicate', 'metrics', 'transform', 'trends']",['experience']
"Feb 6, 2025","['Data Analyst', 'Junior', 'Analyst']",Any,9.0,TBD,https://www.onlinejobs.ph/jobseekers/job/Junior-Data-Analyst-Remote-Flexible-Time-10-needed-1310283,158,"['SQL', 'Python', 'Excel', 'Tableau', 'Power BI', ' BI', 'Visual']","['insights', 'monitor', 'analysis', 'visual', 'transform']","['graduate', 'experience']"
"Feb 6, 2025","['Data Analyst', 'Analyst', 'Specialist', 'Visual']",Any,7.0,TBD,https://www.onlinejobs.ph/jobseekers/job/Data-AnalystVisualization-Specialist-Remote-Flexible-Time-1310176,159,"['Python', 'Excel', 'Tableau', 'Power BI', ' BI', 'Visual']","['insights', 'monitor', 'datasets', 'visual', 'transform']","['experience', 'portfolio']"
"Feb 4, 2025","['Data Analyst', 'Analyst', 'Specialist', 'Automation']",Part Time,,10,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-Automation-Specialist-1308969,160,"['Excel', 'Tableau', ' BI', 'Visual', ' AI', 'Reporting', 'Google Sheet', 'Google Analytics', 'Communication', 'Stakeholder', 'Management', 'Metrics', 'Pipeline', 'spreadsheet']","['analyze', 'report', 'trends', 'track', 'build', 'visual', 'communicate', 'metrics', 'stakeholders', 'trends']","['experience', 'project', 'senior']"
"Jan 29, 2025","['Data Analyst', 'Analyst', 'Specialist']",Any,10.0,TBD,https://www.onlinejobs.ph/jobseekers/job/Data-AnalystSpecialist-VA-for-general-needs-1247942,161,"['Communication', 'spreadsheet']","['monitor', 'track', 'interpret', 'communicate', 'load', 'document']",[]
"Jan 25, 2025","['Social Media', 'Social Media']",Part Time,,20,https://www.onlinejobs.ph/jobseekers/job/Social-Media-Management-1302381,162,"['Visual', 'Metrics', 'Strategy']","['analyze', 'insights', 'build', 'visual', 'metrics', 'extract']",[]
"Jan 21, 2025",['Design'],Any,4.11,40,https://www.onlinejobs.ph/jobseekers/job/Product-Designer-Candidate-Pooling-for-Future-Openings-1254071,163,"['Excel', 'Visual', 'Communication', 'Management']","['analysis', 'visual', 'solve']","['experience', 'portfolio', 'project']"
"Jan 16, 2025","['Data Analyst', 'Analyst', 'Reporting']",Gig,3.75,TBD,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-for-Product-Usage-Reporting-1297125,164,"['Excel', 'Tableau', 'Power BI', ' BI', 'Visual', ' AI', 'Reporting', 'Dashboard', 'Communication', 'Management', 'Git']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'collaborate', 'present', 'track', 'build', 'interpret', 'automate', 'analysis', 'visual', 'document', 'trends']","['experience', 'project']"
"Jan 15, 2025","['SEO', 'Research', 'SEO']",Full Time,6.88,40,https://www.onlinejobs.ph/jobseekers/job/VA-for-SEO-keyword-data-research-competition-research-content-research-and-ecom-support-1208704,165,"['Excel', 'Google Analytics', 'Communication', 'KPI', 'Metrics', 'Git', 'Strategy']","['analyze', 'report', 'trends', 'insights', 'collaborate', 'track', 'KPI', 'interpret', 'automate', 'analysis', 'metrics', 'trends']","['education', 'data science', 'experience', 'excellent communication skills', 'project']"
"Jan 14, 2025",[],Full Time,4.38,40,https://www.onlinejobs.ph/jobseekers/job/Data-Anaylst-who-loves-to-talk-about-Data-and-Numbers-and-an-EYE-for-DETAILS-1295899,166,"['SQL', 'Python', 'Excel', 'Tableau', 'Power BI', ' BI', 'Visual', 'Statistic', 'Cleaning', 'Management', 'Metrics', 'Git']","['report', 'trends', 'insights', 'decision-making', 'clean', 'findings', 'build', 'interpret', 'accuracy', 'analysis', 'visual', 'metrics', 'transform', 'query', 'trends']","['education', 'engineering', 'data science', 'experience', 'senior']"
"Jan 14, 2025","['Data Analyst', 'Analyst']",Full Time,3.12,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1295302,167,"['Excel', 'Visual', 'Dashboard', 'KPI']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'collaborate', 'clean', 'organize', 'monitor', 'KPI', 'interpret', 'accuracy', 'analysis', 'visual', 'trends']",[]
"Dec 17, 2024","['Stock', 'Data Analyst', 'Analyst', 'Research']",Part Time,18.75,20,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-for-Intraday-Equity-Stock-Research-1281762,168,"['SQL', 'Excel', 'Data Modeling', 'Google Sheet', 'Warehouse', 'Strategy', 'spreadsheet']","['analyze', 'report', 'insights', 'collaborate', 'build', 'interpret', 'datasets', 'analysis', 'document']","['mathematics', 'economics', 'experience']"
"Dec 12, 2024","['Data Analyst', 'Analyst']",Full Time,10.0,50,https://www.onlinejobs.ph/jobseekers/job/IT-DATA-ANALYST-1279352,169,"['SQL', 'Python', 'Excel', 'Visual', 'Statistic', 'Intelligence', 'Reporting', 'Communication']","['analyze', 'report', 'trends', 'present', 'build', 'interpret', 'analysis', 'visual', 'extract', 'load', 'trends']","['education', 'computer science', 'information technology', 'experience', 'project']"
"Dec 12, 2024","['Data Analyst', 'Analyst', 'Inventory']",Part Time,6.25,15,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-Inventory-Management-1278900,170,"['SQL', 'Excel', 'Power BI', ' BI', 'Visual', 'ETL', 'Reporting', 'Dashboard', 'Communication', 'Management']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'clean', 'findings', 'accuracy', 'analysis', 'visual', 'extract', 'transform', 'load', 'forecast', 'trends']","['experience', 'portfolio', 'project']"
"Nov 15, 2024","['Analyst', 'Data Engineer']",Gig,6.25,40,https://www.onlinejobs.ph/jobseekers/job/Project-based-Data-Engineer-Analyst-1264454,171,[],"['analyze', 'build', 'datasets', 'analysis', 'document']","['experience', 'project']"
"Nov 15, 2024","['ERD', 'Analyst', 'Data Engineer']",Gig,8.38,40,https://www.onlinejobs.ph/jobseekers/job/Data-EngineerAnalyst-ERD-Project-1264453,172,[],"['analyze', 'build', 'datasets', 'analysis', 'document']","['experience', 'project']"
"Oct 23, 2024","['Data Analyst', 'Analyst']",Part Time,6.25,20,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1027928,173,"['Excel', 'Git']",[],['experience']
"Oct 17, 2024","['Data Analyst', 'Analyst']",Any,5.0,10,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-mfd-1247575,174,"['SQL', 'Excel', 'Google Analytics', 'Metrics']","['analyze', 'report', 'insights', 'track', 'analysis', 'communicate', 'metrics']",['experience']
"Oct 16, 2024","['Data Analyst', 'Analyst']",Full Time,,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1237062,175,"['SQL', 'Python', 'Visual', 'Dashboard', 'Stakeholder', 'Metrics']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'decision-making', 'present', 'interpret', 'datasets', 'analysis', 'visual', 'communicate', 'metrics', 'stakeholders', 'trends']","['experience', 'project', 'internet connection']"
"Oct 2, 2024","['Marketing', 'Lead Gen', 'Senior', 'Market', 'Ecommerce']",Any,6.25,TBD,https://www.onlinejobs.ph/jobseekers/job/Senior-EcommerceLead-Gen-Marketing-Data-Analytics-Expert-424361,176,"['Excel', 'Tableau', ' BI', 'Reporting', 'Google Analytics', 'Communication', 'Stakeholder', 'Management', 'KPI', 'Git']","['analyze', 'report', 'trends', 'insights', 'decision-making', 'collaborate', 'monitor', 'present', 'KPI', 'interpret', 'analysis', 'stakeholders', 'trends']",['experience']
"Sep 30, 2024","['E-commerce', 'Google Sheets', 'Data Analyst', 'Analyst']",Full Time,6.25,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-Google-Sheets-Expert-for-E-commerce-FULL-TIME-HIGH-SALARY-1236450,177,"['Excel', 'Visual', 'Dashboard', 'A/B', 'Google Sheet', 'Looker', 'Communication', 'Metrics', 'Git']","['report', 'dashboards', 'insights', 'decision-making', 'collaborate', 'monitor', 'automate', 'analysis', 'visual', 'metrics', 'extract']","['experience', 'project']"
"Sep 26, 2024",['Google Sheets'],Full Time,6.25,40,https://www.onlinejobs.ph/jobseekers/job/Google-Sheets-Expert-Dashboards-Data-Analysis-FULL-TIME-HIGH-SALARY-1234449,178,"['Excel', 'Visual', 'Dashboard', 'A/B', 'Google Sheet', 'Looker', 'Communication', 'Metrics', 'Git']","['report', 'dashboards', 'insights', 'decision-making', 'collaborate', 'monitor', 'automate', 'analysis', 'visual', 'metrics', 'extract']","['experience', 'project']"
"Sep 26, 2024","['E-commerce', 'Google Sheets', 'Data Analyst', 'Analyst']",Full Time,,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-Google-Sheets-Expert-for-E-commerce-FULL-TIME-HIGH-SALARY-1234442,179,"['Excel', 'Visual', 'Dashboard', 'A/B', 'Google Sheet', 'Looker', 'Communication', 'Metrics', 'Git']","['report', 'dashboards', 'insights', 'decision-making', 'collaborate', 'monitor', 'automate', 'analysis', 'visual', 'metrics', 'extract']","['experience', 'project']"
"Aug 13, 2024",['Data Engineer'],Full Time,6.25,40,https://www.onlinejobs.ph/jobseekers/job/Data-Engineer-1208845,180,"['SQL', 'Python', 'Excel', 'Tableau', 'Visual', 'Reporting', 'Dashboard', 'Google Sheet', 'Stakeholder', 'Metrics']","['report', 'dashboards', 'insights', 'present', 'track', 'datasets', 'analysis', 'visual', 'metrics', 'stakeholders', 'extract']","['engineering', 'experience']"
"Aug 5, 2024","['Real Estate', 'Real Estate', 'Data Specialist', 'Specialist']",Full Time,6.25,40,https://www.onlinejobs.ph/jobseekers/job/Real-Estate-Data-Specialist-1203948,181,['Metrics'],"['automate', 'metrics', 'load']","['education', 'experience', 'project']"
"Aug 2, 2024","['Data Analyst', 'Analyst']",Full Time,,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1203119,182,['Metrics'],"['automate', 'metrics', 'load']","['education', 'experience', 'project']"
"Jul 15, 2024","['Data Analyst', 'Analyst']",Full Time,6.56,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1192874,183,"['SQL', 'Python', 'Excel', 'Tableau', 'Power BI', ' BI', 'Visual', 'Statistic', ' AI', 'Big Data', 'Reporting', 'Dashboard', 'Predictive', 'Google Sheet', 'Communication', 'Stakeholder']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'collaborate', 'clean', 'monitor', 'present', 'findings', 'track', 'interpret', 'accuracy', 'datasets', 'analysis', 'visual', 'solve', 'stakeholders', 'extract', 'query', 'forecast', 'trends']","['computer science', 'data science', 'experience', 'excellent communication skills']"
"Jul 1, 2024","['Amazon', 'Amazon PPC', 'PPC', 'PPC']",Full Time,7.12,40,https://www.onlinejobs.ph/jobseekers/job/Amazing-Career-Opportunity-for-Amazon-PPC-Expert-1185728,184,"['Excel', ' BI', 'Reporting', 'Communication', 'Management']","['report', 'organize', 'monitor', 'analysis']",['experience']
"Jun 19, 2024",['Market'],Any,6.0,8,https://www.onlinejobs.ph/jobseekers/job/Market-Reseacher-1180133,185,[],"['build', 'accuracy', 'communicate']",[]
"May 7, 2024","['Sports Betting', 'Analyst', 'Sports']",Part Time,6.58,10,https://www.onlinejobs.ph/jobseekers/job/Sports-Betting-Analyst-1155446,186,"['SQL', 'Excel', 'Tableau', 'Power BI', ' BI', 'Visual', 'Statistic', 'Dashboard', 'Predictive', 'Critical Thinking', 'Communication', 'Management', 'Metrics']","['analyze', 'report', 'dashboards', 'trends', 'insights', 'collaborate', 'organize', 'present', 'track', 'build', 'datasets', 'analysis', 'visual', 'metrics', 'forecast', 'trends']","['data science', 'experience']"
"Apr 24, 2024","['SAP', 'Data Analyst', 'Analyst']",Full Time,4.78,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-SAP-Crystal-Reports-Expert-1148707,187,"['SQL', 'Excel', 'Visual', 'Data Modeling', 'Reporting', 'Dashboard', 'Communication', 'Stakeholder']","['analyze', 'report', 'dashboards', 'collaborate', 'monitor', 'present', 'interpret', 'visual', 'stakeholders', 'extract', 'transform', 'query', 'document']","['experience', 'entry', 'internet connection']"
"Apr 16, 2024","['Social Media', 'Data Analyst', 'Analyst', 'Market', 'Social Media']",Any,5.0,25,https://www.onlinejobs.ph/jobseekers/job/Ad-Expert-social-media-marketer-data-analyst-1144548,188,[],[],[]
"Apr 8, 2024","['Real Estate', 'Skip Tracing', 'Data Analyst', 'Analyst', 'Real Estate']",Full Time,5.0,40,https://www.onlinejobs.ph/jobseekers/job/Real-Estate-Data-Analyst-ARV-COMPS-Skip-Tracing-1139869,189,"['Excel', ' AI', 'Communication']","['analyze', 'report', 'insights', 'collaborate', 'clean', 'organize', 'present', 'findings', 'automate', 'analysis', 'document']","['education', 'experience']"
"Feb 15, 2024","['Data Analyst', 'Analyst', 'Creative']",Full Time,5.0,40,https://www.onlinejobs.ph/jobseekers/job/Creative-Data-Analyst-1110616,190,"['Excel', ' BI', 'Visual', 'Statistic', 'Big Data', 'Data Mining', 'Spark', 'Communication', 'Git', 'Storytelling']","['trends', 'insights', 'collaborate', 'present', 'track', 'interpret', 'datasets', 'analysis', 'visual', 'extract', 'transform', 'trends']","['experience', 'excellent communication skills', 'project']"
"Jan 23, 2024","['Data Analyst', 'Analyst', 'Manager']",Full Time,4.38,40,https://www.onlinejobs.ph/jobseekers/job/MANAGER-DATA-ANALYST-800-USD-MONTH-1097510,191,"['Visual', 'Statistic', 'Management']","['analyze', 'insights', 'decision-making', 'collaborate', 'interpret', 'analysis', 'visual']","['education', 'mathematics', 'engineering', 'experience', 'portfolio', 'project']"
"Jan 23, 2024","['Data Analyst', 'Analyst']",Full Time,3.12,38,https://www.onlinejobs.ph/jobseekers/job/FULL-TIME-DATA-ANALYST-700USD-MONTH-1097508,192,"['Visual', 'Statistic', 'Management']","['analyze', 'insights', 'decision-making', 'collaborate', 'interpret', 'analysis', 'visual']","['education', 'mathematics', 'engineering', 'experience', 'portfolio', 'project']"
"Jan 23, 2024","['Data Analyst', 'Analyst']",Full Time,187.5,42,https://www.onlinejobs.ph/jobseekers/job/DATA-ANALYST-500USD-MONTH-1097507,193,"['Visual', 'Statistic', 'Management']","['analyze', 'insights', 'decision-making', 'collaborate', 'interpret', 'analysis', 'visual']","['education', 'mathematics', 'engineering', 'experience', 'portfolio', 'project']"
"Nov 8, 2023","['SEO', 'Data Analyst', 'Analyst', 'Specialist', 'SEO']",Part Time,3.12,20,https://www.onlinejobs.ph/jobseekers/job/SEO-SpecialistData-Analyst-1057151,194,"['Excel', ' BI', 'Intelligence', 'Google Sheet', 'Management', 'Git', 'Strategy']","['report', 'trends', 'build', 'interpret', 'analysis', 'solve', 'load', 'trends']","['experience', 'project']"
"Nov 3, 2023","['Real Estate', 'Data Analyst', 'Analyst', 'Real Estate']",Part Time,,20,https://www.onlinejobs.ph/jobseekers/job/Experienced-Data-Analyst-for-Real-Estate-Commercial-Real-Estate-1060062,195,"['Python', 'Excel', 'Statistic', 'Cleaning', 'Communication', 'Management']","['analyze', 'trends', 'insights', 'decision-making', 'clean', 'organize', 'interpret', 'accuracy', 'analysis', 'trends']","['experience', 'mid']"
"Sep 29, 2023","['Field Service', 'Data Analyst', 'Analyst']",Full Time,7.81,40,https://www.onlinejobs.ph/jobseekers/job/Exciting-Data-Analyst-Opportunity-at-a-Stealth-Mode-Field-Service-Management-Platform-1042290,196,"['Excel', 'Cleaning', 'Communication', 'Management', 'KPI']","['analyze', 'report', 'trends', 'insights', 'decision-making', 'clean', 'findings', 'track', 'KPI', 'analysis', 'solve', 'transform', 'trends']","['experience', 'project']"
"Sep 14, 2023","['Data Analyst', 'Analyst']",Full Time,,40,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1010160,197,"['SQL', 'Python', 'Excel', 'Tableau', 'Power BI', ' BI', 'Visual', 'Statistic', 'Reporting', 'Dashboard', 'Communication', 'KPI', 'Pandas']","['report', 'dashboards', 'KPI', 'analysis', 'visual', 'query', 'document']","['mathematics', 'computer science', 'data science', 'experience', 'certifications', 'project']"
"Sep 9, 2023","['STR', 'Data Analyst', 'Analyst', 'Specialist', 'Strategy']",Any,6.25,TBD,https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-Strategy-Specialist-1032158,198,"[' BI', 'Statistic', 'Reporting', 'Google Analytics', 'Communication', 'Management', 'Metrics', 'Strategy']","['analyze', 'report', 'trends', 'insights', 'collaborate', 'track', 'analysis', 'metrics', 'forecast', 'trends']","['experience', 'portfolio']"
"Aug 22, 2023","['Data Analyst', 'Analyst', 'Financial']",Full Time,6.25,40,https://www.onlinejobs.ph/jobseekers/job/Financial-Data-Analyst-1023575,199,"['Excel', ' BI', 'Git', 'spreadsheet']","['report', 'build', 'accuracy', 'communicate', 'load']",['experience']
"Jul 24, 2023","['Data Analyst', 'Analyst']",Full Time,10.96,TBD,https://www.onlinejobs.ph/jobseekers/job/Calltools-Data-Analyst-998949,200,"['Management', 'Strategy']","['analyze', 'report', 'interpret', 'analysis', 'load']",['experience']
